"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"1011","S24","on minulla muitakin "" kavereita "" mutta tuo paras kaverini yhdisti kummasti minua ja muita kavereitani .","olla minä muu "" kaveri "" mutta tuoda paras kaveri yhdistää kummasti minä ja muu kaveri .","olenko masentunut? apua?","2.8.2014","20:49","Terveys","Kaksisuuntainen mielialahäiriö","merenneito6","8501746","http://keskustelu.suomi24.fi/t/12376767#comment-69143469","http://keskustelu.suomi24.fi/t/12376767","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1012","S24","Paljastui , että hän käytti yrttejä ja piti sitä oikeutettuna aikoen jatkaa sitä hyvänä elämisen muotona .","paljastua , että hän käyttää yrtti ja pitää se oikeuttaa aikoa jatkaa se hyvä elää muoto .","Kannabis","20.8.2009","23:30","Terveys","Kaksisuuntainen mielialahäiriö","Konkaribipo","1065691","http://keskustelu.suomi24.fi/t/6528268#comment-39572188","http://keskustelu.suomi24.fi/t/6528268","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1013","S24","Ilmeisesti olet tehnyt näiden miesten elämän niin rajoittuneeksi ja kurjaksi , että heidän pitää saada edes vähän iloa elämään juomalla .","ilmeisesti olla tehdä tämä mies elämä niin rajoittua ja kurja , että hän pitää saada edes vähän ilo elää juoda .","Miesten humalahakuinen juominen","24.2.2012","16:13","Terveys","Alkoholi","Kummallista on","5148070","http://keskustelu.suomi24.fi/t/10471517#comment-53843476","http://keskustelu.suomi24.fi/t/10471517","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1014","S24","Itsellä pakkomielteenä on ollut lähes jokailtainen ja välillä aamuinenkin naaman , yläselän ja jopa käsivarsien olemattomien mustapäiden ja "" finnien "" nyppiminen .","itse pakkomielle olla olla lähes jokailtainen ja välillä aamuinen naama , yläselkä ja jopa käsivarsi olematon mustapää ja "" finni "" nyppiä .","Ihon nyppiminen ja repiminen","10.11.2012","21:02","Terveys","Pakko-oireinen häiriö","Rumaihoinen","1243329","http://keskustelu.suomi24.fi/t/9008079#comment-58256976","http://keskustelu.suomi24.fi/t/9008079","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1015","S24","Kiitoshan se on sekin vaikka informaatioväylä minulle uusi .","kiitos se olla se vaikka informaatioväylä minä uusi .","Kuulen ääniä = Skitsofrenia?","14.3.2012","17:38","Terveys","Skitsofrenia","","6438494","http://keskustelu.suomi24.fi/t/10295667#comment-54161195","http://keskustelu.suomi24.fi/t/10295667","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1016","S24","Sen ottaminen oli ehkä silloin kun se tapahtui todella helppoa , nyt laki ja yhteiskunta tulee väliin puoltamaan tuota joka on sen vääryydellä ottanut koska sen mitä hän on ottanut esim. perinnön on suorastaa mahdotonta saada takaisin ilman henkirikoksia muutamia sellaisia , sekä sen jälkeen vielä mitä on jo vuosien saatossa siitä hävitetty , sekä maanomistus että muun papereita on aika hankala alkaa väärentelemään .","se ottaa olla ehkä silloin kun se tapahtua todella helppo , nyt laki ja yhteiskunta tulla väli puoltaa tuo joka olla se vääryys ottaa koska se mikä hän olla ottaa esim. perintö olla suorasta mahdoton saada takaisin ilman henkirikos muutama sellainen , sekä se jälkeen vielä mikä olla jo vuosi saatto se hävittää , sekä maanomistus että muu paperi olla aika hankala alkaa väärentelemään .","narsistin negatiivisuus?","8.11.2014","12:22","Terveys","Narsismi","qwqwqeeaasftrtytyu.","8676438","http://keskustelu.suomi24.fi/t/12873831#comment-73138800","http://keskustelu.suomi24.fi/t/12873831","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1017","S24","Ei ole ensimmäinen kerta ja tuskin viimeinen .","ei olla ensimmäinen kerta ja tuskin viimeinen .","olen aina ollut ahdistunut","21.11.2014","18:46","Terveys","Ahdistus","ei toivoa paremmasta","26651","http://keskustelu.suomi24.fi/t/12972618#comment-73881573","http://keskustelu.suomi24.fi/t/12972618","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1018","S24","Ryhmissä ajattelin alkaa käymään , täällä Oulussa vain ei niitä niin hirvesti ole .","ryhmä ajatella alkaa käydä , täällä Oulu vain ei se niin hirvi olla .","Koko kehon tunnottomuus :O","14.3.2011","20:46","Terveys","Paniikkihäiriö","TonppaZen","8402113","http://keskustelu.suomi24.fi/t/9574795#comment-48516224","http://keskustelu.suomi24.fi/t/9574795","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1019","S24","Varsinkin jos sinulla on pidempi historia terapiatunneista , niin silloin tilannettasi on todennäköisesti pohdittu talon sisäisestikin monia kertoja ja kun et usein itsekkään näe , että mitä sinusta on kirjoitettu niin ne "" toisarvoiset asiat "" saavat todella ison merkityksen ...","varsinkin jos sinä olla pitkä historia terapiatunti , niin silloin tilanne olla todennäköisesti pohtia talo sisäisesti moni kerto ja kun ei usein itsekäs nähdä , että mikä sinä olla kirjoittaa niin se "" toisarvoinen asia "" saada todella iso merkitys ...","Syrjäytynyt mies ei kelpaa mihinkään","28.10.2014","03:05","Terveys","Yksinäisyys","näin se menee","7158845","http://keskustelu.suomi24.fi/t/12783582#comment-72538092","http://keskustelu.suomi24.fi/t/12783582","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1020","S24","Ehkä jossain on totuus siitä , miksi sinä koet juuri oman todellisuutesi , etkä vaikka minun .","ehkä jokin olla totuus se , miksi sinä kokea juuri oma todellisuus , ei vaikka minä .","Mitä kuoleman jälkeen tapahtuu?","23.12.2012","09:22","Terveys","Kuolema ja suru","unknown mystery","2296312","http://keskustelu.suomi24.fi/t/6257379#comment-59006942","http://keskustelu.suomi24.fi/t/6257379","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1021","S24","Tällöin koin tietynlaisen ahaa - elämyksen , sillä olen huomannut , että aina kun tunnen hepin päässä poltetta , niin myös jalkojani polttelee jalkapohjia myöten .","tällöin kokea tiettylainen ahaa - elämys , sillä olla huomata , että aina kun tuntea hepin pää polte , niin myös jalka poltella jalkapohja myöten .","krooninen eturauhastulehdus....","9.8.2011","14:25","Terveys","Kysy terveydestä","Poltetta hepissä","3281918","http://keskustelu.suomi24.fi/t/609450#comment-50682655","http://keskustelu.suomi24.fi/t/609450","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1022","S24","Mutta harkitse itsekkin lääkkeideni lopettamista , sen verran kasvismainen olo niistä on tullut , tunteiden latistuminen tuskin muuten voisi olla näin etenevää .","mutta harkita itsekkin lääke lopettaa , se verran kasvismainen olo se olla tulla , tunne latistua tuskin muuten voida olla näin edetä .","Varoitus neurolepteistä!","6.10.2012","21:50","Terveys","Skitsofrenia","fg4v","4036702","http://keskustelu.suomi24.fi/t/10066317#comment-57628960","http://keskustelu.suomi24.fi/t/10066317","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1023","S24","Alkuun , noin ekan viikon jälkeen , ihoni oli oikein kuulas , sitten alkoi huonontua selvästi , ja nyt taas parempi .","alkuun , tuo eka viikko jälkeen , iho olla oikein kuulas , sitten alkaa huonontua selvästi , ja nyt taas parempi .","Kokemuksia Zoely-pillereistä","6.3.2012","09:58","Terveys","Kuukautiset","lorna88","5460778","http://keskustelu.suomi24.fi/t/10447560#comment-54020347","http://keskustelu.suomi24.fi/t/10447560","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1024","S24","Kun mä jouduin pienestä pitäen kahtoo tuota sen sairasta toimintaa ja huutoo ja riehumista ja tappelua isän kanssa , niin mitäs sitä muuta lapsi tekisi kun rupeaisi niitä toimintamalleja sisäistämään itseensä koska keltä muulta se oppii kun vanhemmilta ?","kun mä joutua pieni pitää kahtoo tuo se sairas toiminta ja huutoo ja riehua ja tappelu isä kanssa , niin mikä se muu lapsi tehdä kun ruveta se toimintamalli sisäistää itse koska keltä muu se oppia kun vanhempi ?","Apua jännitykseen, vastatkaa kiitos!","8.12.2013","20:00","Terveys","Pelot ja jännitys","no tuota miten olis","8715080","http://keskustelu.suomi24.fi/t/11867231#comment-64972900","http://keskustelu.suomi24.fi/t/11867231","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1025","S24","Joku kirjoittikin jotta ei auta akneen , no ei varmaan auta jos on kunnon paiseita niin ei niihin auta kuin lääkkeet ,, mut kuiva ihoisille kyllä suosittelen kalaöljykapseleita .","joku kirjoittaa jotta ei auttaa akne , no ei varmaan auttaa jos olla kunnon paise niin ei se auttaa kuin lääke ,, mut kuiva ihoisä kyllä suositella kalaöljykapseli .","OMEGA 3 KALAÖLJY KAPSELIT","6.10.2007","05:30","Terveys","Akne ja finnit","kapseli","4942168","http://keskustelu.suomi24.fi/t/4880582#comment-26028042","http://keskustelu.suomi24.fi/t/4880582","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1026","S24","Paskat paukaha ite vedän aina välillä codeja ja viinaa ja maksa arvot ovat ihanteelliset","paska paukaha ite vetää aina välillä codeja ja viina ja maksaa arvo olla ihanteellinen","Panacod ja alkoholi.","5.8.2014","23:35","Terveys","Lääkkeet","nasty12341","3609277","http://keskustelu.suomi24.fi/t/2710240#comment-69195342","http://keskustelu.suomi24.fi/t/2710240","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1027","S24",""" kuinka paljon leskiä ja orpoja Suomeen ilmaantui tyyten tarpeettomasti "" LOL LOL LOL",""" kuinka paljon leski ja orpo Suomi ilmaantua tyyten tarpeettomasti "" LOL LOL LOL","Hannu Lauerman tiedot ja taidot","17.3.2014","18:18","Terveys","Yleistä mielenterveydestä","Eräsmies","1049089","http://keskustelu.suomi24.fi/t/12048015#comment-66763944","http://keskustelu.suomi24.fi/t/12048015","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1028","S24","Rehellisestä yrityksestä ei uskoakseni ole kysymys , joten mietittäväksi jää , miltähän kaikelta säästynkään kun en syö ko firman mömmöjä .","rehellinen yritys ei uskoa olla kysymys , joten miettiä jää , mikä kaikki säästyä kun ei syödä ko firma mömmö .","Suomen  Terveysravinne","2.1.2014","21:51","Terveys","Vitamiinit","tumpelo 1","4076639","http://keskustelu.suomi24.fi/t/10255248#comment-65389918","http://keskustelu.suomi24.fi/t/10255248","CC BY-NC (CLARIN PUB)","2019-03-02 16:06:03","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
