"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"1010","S24","wittu , että sä oot tyhmä .","wittu , että sä olla tyhmä .","Palstan lukijoille ja kirjoittajille.","5.1.2014","19:21","Matkailu","Kanariansaaret",":DDDDDD","6287082","http://keskustelu.suomi24.fi/t/11972061#comment-65446234","http://keskustelu.suomi24.fi/t/11972061","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1011","S24","Olin viikon juurikin Naosissa ja toisen Cancajoksessa ja kuten Barraquito kertoi säät olivat juuri tuollaisia ; länsirannalla aurinkoa ja itärannalla pilvistä .","olla viikko juuri Naosissa ja toinen Cancajoksessa ja kuten Barraquito kertoa säkä olla juuri tuollainen ; länsiranta aurinko ja itäranta pilvi .","La Palma talvella","23.8.2012","14:55","Matkailu","Kanariansaaret","","6328830","http://keskustelu.suomi24.fi/t/10868013#comment-56863675","http://keskustelu.suomi24.fi/t/10868013","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1012","S24","Varaa lippusi ajoissa .","varata lippu ajoissa .","Miten VR voi olla niin kallis?","11.1.2014","13:35","Matkailu","Junat ja Interrail","Raide 5","4796711","http://keskustelu.suomi24.fi/t/11746059#comment-65553904","http://keskustelu.suomi24.fi/t/11746059","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1013","S24","Hyvä ystäväni laittoi respan tallelokeroon aikamoisen summan .","hyvä ystävä laittaa respa tallelokero aikamoinen summa .","Hotelli Poseidon","8.7.2009","09:46","Matkailu","Sunny Beach","","8192123","http://keskustelu.suomi24.fi/t/6866537#comment-38712075","http://keskustelu.suomi24.fi/t/6866537","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1014","S24","Työttömälle kyllä luetaan kaikenlaisia sääntöjä ja pakkoja mutta työkkärillä itsellään ei ole mitään ohjeistoa .","työtön kyllä lukea kaikenlainen sääntö ja pakka mutta työkkärillä itse ei olla mikään ohjeisto .","Eläkkeellä Kanarian saarelle?","10.11.2014","07:45","Matkailu","Kanariansaaret","en ymmärrä","804310","http://keskustelu.suomi24.fi/t/12833556#comment-73233831","http://keskustelu.suomi24.fi/t/12833556","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1015","S24","Ei vaan , eikös Kanarialla ole aina lämmintä ?","ei vaan , ei Kanaria olla aina lämmin ?","Maaliskuu kanaria. Onko lämmintä missään?","3.12.2014","21:15","Matkailu","Kanariansaaret","","6654153","http://keskustelu.suomi24.fi/t/13038627#comment-74575023","http://keskustelu.suomi24.fi/t/13038627","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1016","S24","  Siis kaksi täysin kokematonta 19-vuotiasta peräkamarin poikaa kyselee .","() () siis kaksi täysin kokematon 19-vuotias peräkamari poika kysellä .","28.6. siljalla tukholmaan, muita?","9.6.2014","11:19","Matkailu","Laivamatkat ja risteilyt","Juuso09","5813553","http://keskustelu.suomi24.fi/t/12297169#comment-68235749","http://keskustelu.suomi24.fi/t/12297169","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1017","S24","Tai uuniperunan , se nyt onnistuu talkkariltakin .","tai uuniperuna , se nyt onnistua talkkari .","Miitinki Inglesissä tammi-helmikuun vaihteessa  2012?","8.1.2012","00:31","Matkailu","Kanariansaaret","ex-mix-max","9081871","http://keskustelu.suomi24.fi/t/10331718#comment-53004178","http://keskustelu.suomi24.fi/t/10331718","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1018","S24","Ei moitittavaa sensimarista , pari viikkoa siellä tuli oltua .","ei moitittava sensimarista , pari viikko siellä tulla olla .","Sensimar Khaolak Beach Front Resort","18.1.2013","10:40","Matkailu","Khao Lak","sensimaari","3393145","http://keskustelu.suomi24.fi/t/10816225#comment-59488971","http://keskustelu.suomi24.fi/t/10816225","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1019","S24","Ile myöskin viettää aikaansa aika paljon tietokoneen ääressä .","Ile myöskin viettää aika aika paljon tietokone ääri .","ILE BAR","28.3.2008","06:46","Matkailu","Pattaya","jiiripää","9123564","http://keskustelu.suomi24.fi/t/5538778#comment-29570980","http://keskustelu.suomi24.fi/t/5538778","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1020","S24","aper_Money&hash=item3f19b5d3a3 ONE 10,000,000,000.00 TEN BILLION DOLLAR NOTE FROM ZIMBABWE - IN VERY GOOD CIRCULATED CONDITION - WITH FREE SHIPPING AND HANDLING - THESE ARE REAL NOTES - NOT FAKE---- AND NOT COPIES - $1.49 EACH----- SHIPPING TO US STATES ONLY- BUY ONE OR SEVERAL- GREAT FOR THE COLLECTOR , OR START A COLLECTION- IT WOULD BE NICE TO HAVE TEN BILLION DOLLARS IN YOUR WALLET OR PURSE - GREAT GIFTS FOR BIRTHDAYS , OFFICE PARTIES ETC .","aper_Money&hash=item3f19b5d3a3 ONE 10,000,000,000.00 TEN BILLION DOLLAR NOTE FROM Zimbabwe - in VERY GOOD CIRCULATED CONDITION - WITH FREE SHIPPING AND HANDLING - THESE ARE REAL NOTES - NOT FAKE---- AND NOT COPIES - $1.49 EACH----- SHIPPING TO US STATES ONLY- BUY ONE OR SEVERAL- GREAT FOR THE COLLECTOR , OR START A COLLECTION- IT WOULD BE NICE TO HAVE TEN BILLION DOLLARS in YOUR WALLET OR purse - GREAT GIFTS FOR BIRTHDAYS , OFFICE PARTIES ETC .","Ruplat Euroiksi","10.7.2012","17:17","Matkailu","Yleistä Venäjästä","Businessman from Zim","6310680","http://keskustelu.suomi24.fi/t/8113255#comment-56103966","http://keskustelu.suomi24.fi/t/8113255","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1021","S24","Tunsimme tulleet huijatuksi , joten emme jatkossa aio käyttää kyseisen ravintolan palveluita .","tuntea tulla huijata , joten ei jatko aikoa käyttää kyseinen ravintola palvelu .","Törkeä huijaus Troika ravintolassa!","29.5.2013","13:42","Matkailu","Tallinna","valkoinen enkeli","1393313","http://keskustelu.suomi24.fi/t/10707699#comment-61748842","http://keskustelu.suomi24.fi/t/10707699","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1022","S24","Ihan vauvojen kanssa ei tulis mieleenkään lähteä ulkomaille lomailemaan .","ihan vauva kanssa ei tulla mieli lähteä ulkomaa lomailla .","Miksi lasten äänistä lennoilla häiriintyvät","14.10.2014","07:02","Matkailu","Yleistä matkailusta","","3625714","http://keskustelu.suomi24.fi/t/12672143#comment-71790899","http://keskustelu.suomi24.fi/t/12672143","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1023","S24","Miljoona kirjettä kun lähetetään , niin vähintään yksi hölmö menee retkuun .","miljoona kirje kun lähettää , niin vähä yksi hölmö mennä retku .","Miksi naiset raahaavat äijänsä Turkkiin?","11.1.2014","12:20","Matkailu","Alanya","vahi","3862432","http://keskustelu.suomi24.fi/t/11896751#comment-65552480","http://keskustelu.suomi24.fi/t/11896751","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1024","S24","Muutoinkin auton vuokraamisessa kannattaa tarkistaa ne rajanylitysasiat .","muutoin auto vuokrata kannattaa tarkistaa se rajanylitysasia .","Rantatie Kroatiasta Kroatiaan","2.12.2013","02:21","Matkailu","Kroatia","Vodice","8172961","http://keskustelu.suomi24.fi/t/11885526#comment-64854688","http://keskustelu.suomi24.fi/t/11885526","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1025","S24","Vain tupakki on halvempaa siljalla Anteeksi , termit eivät ole 100% virallisia , toivotaan että kaikki ymmärsi silti .","vain tupakki olla halpa silja anteeksi , termi ei olla 100% virallinen , toivoa että kaikki ymmärtää silti .","Vakava puute Tallinkin sivuilla","11.12.2014","12:53","Matkailu","Laivamatkat ja risteilyt","L Å L","35255","http://keskustelu.suomi24.fi/t/13090365#comment-74973102","http://keskustelu.suomi24.fi/t/13090365","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1026","S24","Itse hotellissa ei ole yökerhoa , mutta kadun toisella puolella on baari/yökerho .","itse hotelli ei olla yökerho , mutta katua toinen puoli olla baari/yökerho .","tallinnan hotellit","29.11.2007","15:57","Matkailu","Tallinna","HHml","9164944","http://keskustelu.suomi24.fi/t/5060292#comment-27165418","http://keskustelu.suomi24.fi/t/5060292","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1027","S24","minä olen vuokrannu useampana vuonna auton lara cars nimisestä vuokraamosta eikä koskaan ole ollut mitään vaikeuksia sen kanssa ja se on aika edullinenkin vuokraamo .","minä olla vuokrata useampana vuosi auto lara cars niminen vuokraamo ei koskaan olla olla mikään vaikeus se kanssa ja se olla aika edullinen vuokraamo .","Auton vuokrausvakuutukset?","9.1.2014","19:49","Matkailu","Alicante","wiki**","1017275","http://keskustelu.suomi24.fi/t/9787165#comment-65522343","http://keskustelu.suomi24.fi/t/9787165","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1028","S24","Syitä toiminnan tappiollisuuteen löytyy mitä mielikuvituksellisimmista syitsä .","syy toiminta tappiollisuus löytyä mikä mielikuvituksellinen syitsä .","SLSY on kova luu","9.9.2014","07:48","Matkailu","Finnair","118","3478096","http://keskustelu.suomi24.fi/t/12484679#comment-69960764","http://keskustelu.suomi24.fi/t/12484679","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1029","S24","Tuleepa mieleeni kun esikoisen kaveri selitti kavereilleen "" miettikää nyt , kun lapissa on aina lunta !","tulla mieli kun esikoinen kaveri selittää kaveri "" miettiä nyt , kun lappi olla aina lumi !","Matkustaminen pienten kanssa","6.4.2012","17:42","Matkailu","Matkalla lasten kanssa","Minä vain","9063825","http://keskustelu.suomi24.fi/t/10545240#comment-54542427","http://keskustelu.suomi24.fi/t/10545240","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
"1030","S24","Matkakertomuksia on koottu vähän yhteen esim tällä sivulla sivulla : http://talvicamino.wordpress.com/camino_de_santiago/","matkakertomus olla koota vähän yksi esim tämä sivu sivu : http://talvicamino.wordpress.com/camino_de_santiago/","Santiago de Compotela","31.10.2012","16:35","Matkailu","Madrid","talvicamino","8215761","http://keskustelu.suomi24.fi/t/10374004#comment-58072332","http://keskustelu.suomi24.fi/t/10374004","CC BY-NC (CLARIN PUB)","2019-03-02 15:57:02","4863817","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Matkailu%22%5D&page=1","corpus=S24; cqp=[_.text_sect = ""Matkailu""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=1000; end=1999"
