"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"10","S24","Finnmatkat näyttävät mainostavan alle 900 2vk thaimaassa .","Finnmatkat näyttää mainostapa alle 900 2vk thaimaa .","Varatkaa netistä itse lentonne","17.12.2014","20:55","Matkailu","Yleistä Thaimaasta","ei omatoiminen","34129","http://keskustelu.suomi24.fi/t/13124259#comment-75334953","http://keskustelu.suomi24.fi/t/13124259","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"11","S24","Jos esim. Thaimaahan hakukone tarjoaa 32 tunnin lentoa , kun matkatoimiston sama kestää ~11 , eikä tarvitse vaihtaa konetta tai odottaa kentällä , niin mitä järkeä yrittää säästää esim. sata euroa tuntien säätämisellä ja kikkailulla .","jos esim. thaimaa hakukone tarjota 32 tunti lento , kun matkatoimisto sama kestää ~11 , ei tarvita vaihtaa kone tai odottaa kenttä , niin mikä järki yrittää säästää esim. sata euro tunti säätää ja kikkailu .","Varatkaa netistä itse lentonne","18.12.2014","14:19","Matkailu","Yleistä Thaimaasta","----------","34180","http://keskustelu.suomi24.fi/t/13124259#comment-75367935","http://keskustelu.suomi24.fi/t/13124259","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"12","S24","thaimaa mutta vain omatoimisena ei paketti .","thaimaa mutta vain omatoiminen ei paketti .","Joulu kanarialla","26.11.2014","08:58","Matkailu","Kanariansaaret","japexci","34252","http://keskustelu.suomi24.fi/t/12986055#comment-74134842","http://keskustelu.suomi24.fi/t/12986055","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"13","S24","Noin paskassa mestassa ei toista viikkoa viitsi viettää , täysin länkkäriturrejen lomakeidas ei aidosta Thaimaasta hajuakaan .","tuo paska mesta ei toinen viikko viitsiä viettää , täysin länkkäriturrejen lomakeidas ei aito thaimaa haju .","Hei kaikki Pattayan pellet!","17.12.2014","17:09","Matkailu","Pattaya","????...","34936","http://keskustelu.suomi24.fi/t/13134777#comment-75321885","http://keskustelu.suomi24.fi/t/13134777","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"14","S24","oli sitten käynyt thaimaassa tai menossa thaimaahan tai sitten thaimaaseen miten sen nyt haluaa kukin ilmaista ...","olla sitten käydä thaimaa tai meno thaimaa tai sitten thaimaaseen miten se nyt haluta kukin ilmainen ...","Hei kaikki Pattayan pellet!","17.12.2014","22:20","Matkailu","Pattaya","rymyukko89","34968","http://keskustelu.suomi24.fi/t/13134777#comment-75339483","http://keskustelu.suomi24.fi/t/13134777","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"15","S24","oli sitten käynyt thaimaassa tai menossa thaimaahan tai sitten thaimaaseen miten sen nyt haluaa kukin ilmaista ...","olla sitten käydä thaimaa tai meno thaimaa tai sitten thaimaaseen miten se nyt haluta kukin ilmainen ...","Hei kaikki Pattayan pellet!","17.12.2014","22:20","Matkailu","Pattaya","rymyukko89","34968","http://keskustelu.suomi24.fi/t/13134777#comment-75339483","http://keskustelu.suomi24.fi/t/13134777","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"16","S24","Sandaaleja ja läpsyttimiä löytyy helposti M- L on thaimaassa XL aika usein .","sandaali ja läpsyttimiä löytyä helposti M L olla thaimaa XL aika usein .","Vaatteet","17.12.2014","14:56","Matkailu","Yleistä Thaimaasta","M kokoinen","35454","http://keskustelu.suomi24.fi/t/13134846#comment-75314949","http://keskustelu.suomi24.fi/t/13134846","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"17","S24","olen lähdössä jouluksi thaimaahan ja kannataisiko käydä ottamassa rokoite .","olla lähtö joulu thaimaa ja kannataisiko käydä ottaa rokoite .","kannattaako ottaa b hepatiitti rokoite ?","8.11.2014","18:29","Matkailu","Yleistä Thaimaasta","vcvvvvv","35469","http://keskustelu.suomi24.fi/t/12890226#comment-73156269","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"18","S24","Thaimaassa ei normaalisti tarvitse malariapillereitä , ellei mene pois turistialueelta esim. asustelemaan koillisalueen metsiin sadekaudella .","thaimaa ei normaalisti tarvita malariapilleri , josei mennä pois turistialue esim. asustella koillinenalue metsä sadekausi .","kannattaako ottaa b hepatiitti rokoite ?","9.11.2014","14:44","Matkailu","Yleistä Thaimaasta","Ne taudit on kauheit","35529","http://keskustelu.suomi24.fi/t/12890226#comment-73199616","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"19","S24","Thaimaa ei ole aluetta missä hebatiittirokotetta tarvitsee enempää kuin Suomessakaan .","thaimaa ei olla alue mikä hebatiittirokotetta tarvita enempää kuin suomi .","kannattaako ottaa b hepatiitti rokoite ?","10.11.2014","16:41","Matkailu","Yleistä Thaimaasta","eli turhaa on","35537","http://keskustelu.suomi24.fi/t/12890226#comment-73257480","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"20","S24","Kaakkois-Aasia kuuluu alueeseen , jonne suositellaan hepatiittirokotusta , Thaimaa on kohtalaisen riskin aluetta .","Kaakkois-Aasia kuulua alue , jonne suositella hepatiittirokotus , thaimaa olla kohtalainen riski alue .","kannattaako ottaa b hepatiitti rokoite ?","10.11.2014","21:50","Matkailu","Yleistä Thaimaasta","No ei ole turhaa!","35539","http://keskustelu.suomi24.fi/t/12890226#comment-73275357","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"21","S24","Thaimaasta tulee paljon tartuntoja .","thaimaa tulla paljon tartunta .","kannattaako ottaa b hepatiitti rokoite ?","10.11.2014","21:59","Matkailu","Yleistä Thaimaasta","Pattiksen tartuntoja","35660","http://keskustelu.suomi24.fi/t/12890226#comment-73275936","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"22","S24","Thaimaa kuuluu riskialueisiin .","thaimaa kuulua riskialueisi .","kannattaako ottaa b hepatiitti rokoite ?","10.11.2014","21:59","Matkailu","Yleistä Thaimaasta","Pattiksen tartuntoja","35664","http://keskustelu.suomi24.fi/t/12890226#comment-73275936","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"23","S24","Hyvin vähän vettäkin alapuolella kun thaimaahan lentää .","hyvin vähän vesi alapuolella kun thaimaa lentää .","kannattaako ottaa b hepatiitti rokoite ?","11.11.2014","08:50","Matkailu","Yleistä Thaimaasta","laskuvarjo lennolle","35706","http://keskustelu.suomi24.fi/t/12890226#comment-73290255","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"24","S24","kyllä sinne ryssien keskelle thaimaahan ei kannata mennä edes ..","kyllä sinne ryssä keskelle thaimaa ei kannattaa mennä edes ..","kannattaako ottaa b hepatiitti rokoite ?","18.11.2014","10:10","Matkailu","Yleistä Thaimaasta","ei kannata","35765","http://keskustelu.suomi24.fi/t/12890226#comment-73684962","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"25","S24","tai riippuu minne päin thaimaata menee mut eiköhän ne ala siellä olla jokapaikassa tai sanotaanko sielläkin ..","tai riippua minne päin thaimaa mennä mä ei se alkaa siellä olla jokapaikassa tai sanoa siellä ..","kannattaako ottaa b hepatiitti rokoite ?","18.11.2014","10:10","Matkailu","Yleistä Thaimaasta","ei kannata","35766","http://keskustelu.suomi24.fi/t/12890226#comment-73684962","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"26","S24","Thaimaan sairaalat paremmassa hoidossa kuin Suomessa","thaimaa sairaala hyvä hoito kuin Suomi","kannattaako ottaa b hepatiitti rokoite ?","18.11.2014","22:54","Matkailu","Yleistä Thaimaasta","Sote Sote Sote","35803","http://keskustelu.suomi24.fi/t/12890226#comment-73727541","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"27","S24","Ei Thaimaahan kannata eikä pidä matkustaa lainkaan oli joulu tai ei .","ei thaimaa kannattaa ei pitää matkustaa lain olla joulu tai ei .","kannattaako ottaa b hepatiitti rokoite ?","18.11.2014","15:53","Matkailu","Yleistä Thaimaasta","martta00","35811","http://keskustelu.suomi24.fi/t/12890226#comment-73701630","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"28","S24","Aloittajan kannattaa tutustua ulkoministeriön matkustustiedotteeseen , sieltä löytyy kaikki tarpeellinen tieto tämänhetken thaimaan asioista , rokotteista yms. http://www.formin.fi/public/default.aspx?contentid=307187&nodeid=15735&contentlan=1&culture =f","aloittaja kannattaa tutustua ulkoministeriö matkustustiedote , sieltä löytyä kaikki tarpeellinen tieto tämänhetken thaimaa asia , rokote yms. http://www.formin.fi/public/default.aspx?contentid=307187&nodeid=15735&contentlan=1&culture =f","kannattaako ottaa b hepatiitti rokoite ?","18.11.2014","22:20","Matkailu","Yleistä Thaimaasta","Suosittelen tutustum","35855","http://keskustelu.suomi24.fi/t/12890226#comment-73725732","http://keskustelu.suomi24.fi/t/12890226","CC BY-NC (CLARIN PUB)","2019-02-25 12:35:06","1965","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22thaimaa%22%20%26%20_.text_sect%20%3D%20%22Matkailu%22%5D","corpus=S24; cqp=[_.text_sect = ""Matkailu"" & lemma = ""thaimaa""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
