"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"10","S24","Vaikka olen näin painava ja luulisi että minulla olisi kaiken maailman nivelsairaudet , diabetes , korkea verenpaine yms , niin minulla ei ole mitään niistä .","vaikka olla näin painaa ja luulla että minä olla kaikki maailma nivelsairaus , diabetes , korkea verenpaine yms , niin minä ei olla mikään se .","mahalaukun ohitus- eli ""lihavuusleikkaus""","25.6.2013","22:15","Terveys","Lihavuus","herzzz","187129","http://keskustelu.suomi24.fi/t/10701105#comment-62160497","http://keskustelu.suomi24.fi/t/10701105","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"11","S24","Kyseiset merkkiaineet liittyvät myös sydän- ja verisuonitautien ja diabeteksen riskiin .","kyseinen merkkiaine liittyä myös sydän ja verisuonitautie ja diabetes riski .","Turha lääkitys sullakin?","14.9.2014","10:46","Terveys","Lääkkeet","100µg","386589","http://keskustelu.suomi24.fi/t/12499655#comment-70224452","http://keskustelu.suomi24.fi/t/12499655","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"12","S24","Jos tarkoitit , että minulla on diabetes , niin kerron ettei ole .","jos tarkoittaa , että minä olla diabetes , niin kertoa ettäei olla .","Diapamvieroitus?","2.11.2014","09:07","Terveys","Lääkkeet","Gunilla","391897","http://keskustelu.suomi24.fi/t/3833997#comment-72817830","http://keskustelu.suomi24.fi/t/3833997","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"13","S24","Seuraavat haittavaikutukset ovat hyvin harvinaisia ja esiintyvät harvemmin kuin yhdellä kymmenestätuhannesta käyttäjästä : Unettomuus Muistin heikkeneminen Maksan vajaatoiminta Seuraavat haittavaikutukset ovat tuntemattomia ( koska saatavissa oleva tieto ei riitä arviointiin ) Masennus Jännetulehdus Lisäksi seuraavia haittavaikutuksia on raportoitu joidenkin statiinien käytön yhteydessä : Diabetes .","seuraava haittavaikutus olla hyvin harvinainen ja esiintyä harvemmin kuin yksi kymmenentuhat käyttäjä : unettomuus muistaa heiketä maksa vajaatoiminta seuraava haittavaikutus olla tuntematon ( koska saada olla tieto ei riittää arviointi ) masennus jännetulehdus lisäksi seuraava haittavaikutus olla raportoida jokin statiinien käyttö yhteys : diabetes .","Simvastatin ja haittavaikutukset","6.8.2013","16:48","Terveys","Lääkkeet","Taidan lopettaa","393837","http://keskustelu.suomi24.fi/t/8776161#comment-62864948","http://keskustelu.suomi24.fi/t/8776161","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"14","S24",""" Suomalainen Lancetissä vuonna 2001 julkaistu syntymäkohorttitutkimus osoitti , että lasten 1960-luvulla saama suuriannoksinen D-vitamiinilisä ( 50 µg päivässä ) vähensi ykköstyypin diabeteksen riskiä noin 90 prosentilla ( http://1.usa .",""" suomalainen Lancetissä vuosi 2001 julkaista syntymäkohorttitutkimus osoittaa , että lapsi 1960-luku saada suuriannoksinen D-vitamiinilisä ( 50 µg päivä ) vähentää ykkönentyyppi diabetes riski tuo 90 prosentti ( http://1.usa .","D-vitamiini","29.5.2014","17:28","Terveys","Vitamiinit","50µg","468383","http://keskustelu.suomi24.fi/t/12252795#comment-68057715","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"15","S24","Jostain syystä suomalaiset kansanterveysviranomaiset ovat jättäneet lähes huomiotta tämän merkittävän tutkimustuloksen , ja ykköstyypin diabeteksen syitä ja siihen auttavia keinoja on haluttu väen vängällä etsiä jostain muulta .","jokin syy suomalainen kansanterveysviranomainen olla jättää lähes huomio tämä merkittävä tutkimustulos , ja ykkönentyyppi diabetes syy ja se auttava keino olla haluta väki vänkä etsiä jokin muu .","D-vitamiini","29.5.2014","17:28","Terveys","Vitamiinit","50µg","468386","http://keskustelu.suomi24.fi/t/12252795#comment-68057715","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"16","S24","Suomalaisilla lapsilla esiintyy eniten maailmassa tyypin 1 diabetesta .","suomalainen lapsi esiintyä eniten maailma tyyppi 1 diabetes .","D-vitamiini","6.8.2014","08:29","Terveys","Vitamiinit","100µg","468466","http://keskustelu.suomi24.fi/t/12252795#comment-69197709","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"17","S24","Joka kerta lasten diabetes lisääntyi jyrkästi ( katso kuva alla ) .","joka kerta lapsi diabetes lisääntyä jyrkästi ( katsoa kuva alla ) .","D-vitamiini","6.8.2014","08:29","Terveys","Vitamiinit","100µg","468469","http://keskustelu.suomi24.fi/t/12252795#comment-69197709","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"18","S24","Ravitsemustieteilijät , professori Christel Lamberg-Allardt etunenässä , ovat toitottaneet julkisuudessa , ettei D-vitamiinilla muka olisi mitään tekemistä diabeteksen kanssa .","ravitsemustieteilijä , professori Christel Lamberg-Allardt etunenä , olla toitottaa julkisuus , ettäei D-vitamiini muka olla mikään tekeminen diabetes kanssa .","D-vitamiini","6.8.2014","08:29","Terveys","Vitamiinit","100µg","468470","http://keskustelu.suomi24.fi/t/12252795#comment-69197709","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"19","S24",""" https://www.facebook.com/suomenterveysravinto/posts/481984961945746 D-vitamiinista hyötyä lihaksille ja urheilusuorituksille http://suomenterveysravinto.fi/blogi/d-vitamiinista-hyotya-lihaksille-ja-urheilusuorituksille/ Suomalaisilla lapsilla esiintyy eniten maailmassa tyypin 1 diabetesta .",""" https://www.facebook.com/suomenterveysravinto/posts/481984961945746 D-vitamiininen hyöty lihas ja urheilusuoritus http://suomenterveysravinto.fi/blogi/d-vitamiinista-hyotya-lihaksille-ja-urheilusuorituksille/ suomalainen lapsi esiintyä eniten maailma tyyppi 1 diabetes .","D-vitamiini","23.8.2014","08:27","Terveys","Vitamiinit","100µg","468495","http://keskustelu.suomi24.fi/t/12252795#comment-69477790","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"20","S24","Joka kerta lasten diabetes lisääntyi jyrkästi ( katso kuva alla ) .","joka kerta lapsi diabetes lisääntyä jyrkästi ( katsoa kuva alla ) .","D-vitamiini","23.8.2014","08:27","Terveys","Vitamiinit","100µg","468498","http://keskustelu.suomi24.fi/t/12252795#comment-69477790","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"21","S24","Ravitsemustieteilijät , professori Christel Lamberg-Allardt etunenässä , ovat toitottaneet julkisuudessa , ettei D-vitamiinilla muka olisi mitään tekemistä diabeteksen kanssa .","ravitsemustieteilijä , professori Christel Lamberg-Allardt etunenä , olla toitottaa julkisuus , ettäei D-vitamiini muka olla mikään tekeminen diabetes kanssa .","D-vitamiini","23.8.2014","08:27","Terveys","Vitamiinit","100µg","468499","http://keskustelu.suomi24.fi/t/12252795#comment-69477790","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"22","S24","Kyseiset merkkiaineet liittyvät myös sydän- ja verisuonitautien ja diabeteksen riskiin .","kyseinen merkkiaine liittyä myös sydän ja verisuonitautie ja diabetes riski .","D-vitamiini","14.9.2014","11:09","Terveys","Vitamiinit","100µg","468506","http://keskustelu.suomi24.fi/t/12252795#comment-70225565","http://keskustelu.suomi24.fi/t/12252795","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"23","S24","Hoitamaton diabetes väsyttää myös korkean verensokerin kautta .","hoitaa diabetes väsyttää myös korkea verensokeri kautta .","Tilasin Vitaepro","25.9.2014","01:56","Terveys","Vitamiinit","rgrh","469368","http://keskustelu.suomi24.fi/t/8320907#comment-70775474","http://keskustelu.suomi24.fi/t/8320907","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"24","S24","Alhaiset D-vitamiinitasot ja korkeammat leveyspiirit on yhdistetty ainakin 17 syöpään , diabetekseen , autoimmuunisairauksiin , hengitystieinfektioihin , autismiin , astmaan , mielenterveyden häiriöihin , korkeaan verenpaineeseen sekä sydän- ja verisuonitauteihin .","alhainen D-vitamiinitaso ja korkea leveyspiiri olla yhdistää ainakin 17 syöpä , diabetes , autoimmuunisairaus , hengitystieinfektio , autismi , astma , mielenterveys häiriö , korkea verenpaine sekä sydän ja verisuonitauti .","Mistä edullista D-vitamiinia?","12.8.2009","07:40","Terveys","Vitamiinit","sairauksia aiheuttava","470078","http://keskustelu.suomi24.fi/t/8295613#comment-39388235","http://keskustelu.suomi24.fi/t/8295613","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"25","S24","Useat sadat uudet tutkimukset osoittavat , että D-vitamiinin riittävä saanti voi ehkäistä tyypin 1 diabetesta , sydän- ja verisuonitauteja , tiettyjä syöpiä , muistin ja muiden henkisten toimintojen heikkenemistä ( etenkin ikäihmisillä ) , masennusta , raskauteen liittyviä komplikaatioita , autoimmuunitauteja , allergioita ja vanhuus-hauraus-oireyhtymää .","usea sataa uusi tutkimus osoittaa , että D-vitamiini riittävä saanti voida ehkäistä tyyppi 1 diabetes , sydän ja verisuonitauti , tietty syöpä , muistaa ja muu henkinen toiminta heiketä ( etenkin ikäihminen ) , masennus , raskaus liittyä komplikaatio , autoimmuunitauti , allergia ja vanhuus-hauraus-oireyhtymä .","D-vitamiini","1.8.2013","17:44","Terveys","Vitamiinit","100µg","471132","http://keskustelu.suomi24.fi/t/11435564#comment-62780588","http://keskustelu.suomi24.fi/t/11435564","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
"26","S24","Joka tapauksessa , nyt kun käytännössä kaikki krooniset sairaudet diabeteksesta reumatauteihin ja masennukseen on todettu pohjimmiltaan tulehdussairauksiksi , katse kohdistuu D-vitamiiniin jonka perinteinen saanti auringonvalosta on vähentynyt viimeisten kymmenien vuosien aikana dramaattisesti .","joka tapaus , nyt kun käytäntö kaikki krooninen sairaus diabetes reumatauti ja masennus olla todeta pohjimmiltaan tulehdussairaus , katse kohdistua D-vitamiini joka perinteinen saanti auringonvalo olla vähentyä viimeinen kymmenen vuosi aika dramaattisesti .","d-vitamiinin yliannostus","10.2.2009","23:26","Terveys","Vitamiinit","NeonomideStrangelet","471351","http://keskustelu.suomi24.fi/t/6469543#comment-35854624","http://keskustelu.suomi24.fi/t/6469543","CC BY-NC (CLARIN PUB)","2019-02-25 12:33:00","571","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22d%22%5D&lang=en&search_tab=2&corpus=s24&hpp=500&search=cqp%7C%5Blemma%20%3D%20%22diabetes%22%20%26%20_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys"" & lemma = ""diabetes""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=none; start=0; end=499"
